init_x,init_y,init_z,init_j1,init_j2,init_j3,init_j4,init_j5,init_j6,tgt_x,tgt_y,tgt_z,tgt_j1,tgt_j2,tgt_j3,tgt_j4,tgt_j5,tgt_j6
0.357538,0.031486,0.519824,0.104423,-0.487347,-0.607446,0.056348,-0.366397,-3.135879,0.496374,0.015780,0.505436,-0.024948,0.020072,-1.057309,-0.259252,-0.435647,-2.861677
0.364762,0.027838,0.437872,0.067060,-0.325916,-0.483138,-0.027954,-0.651800,-3.065179,0.544167,-0.001814,0.518834,-0.102115,0.176526,-1.310386,-0.530451,-0.372272,-2.606352
0.360911,0.029228,0.525584,0.063963,-0.480617,-0.629441,-0.058269,-0.351150,-3.033027,0.486335,0.038922,0.531382,0.073264,-0.038422,-1.061354,-0.030547,-0.361053,-3.058138
0.357195,-0.006555,0.463705,-0.162345,-0.396480,-0.522558,-0.453660,-0.586284,-2.727581,0.559309,0.044959,0.502113,0.076203,0.232911,-1.311057,-0.021079,-0.382610,-3.066836
0.325573,0.011632,0.471702,-0.083657,-0.551133,-0.426677,-0.348688,-0.507213,-2.796596,0.579064,0.002179,0.456668,-0.053090,0.348783,-1.343991,-0.297261,-0.482628,-2.835844
0.361071,0.018445,0.481421,-0.009871,-0.424457,-0.543279,-0.195616,-0.500522,-2.923835,0.566867,0.003699,0.469090,-0.052551,0.293795,-1.303661,-0.304560,-0.468495,-2.827307
0.350453,0.015950,0.448974,-0.009046,-0.407129,-0.453833,-0.163171,-0.605483,-2.961317,0.552464,-0.004725,0.448907,-0.070635,0.274413,-1.213913,-0.302490,-0.540113,-2.841282
0.334438,0.007057,0.436021,-0.068140,-0.441035,-0.387670,-0.253032,-0.646174,-2.898930,0.529636,0.003770,0.456566,-0.047905,0.189452,-1.119640,-0.255550,-0.544034,-2.880295
0.362583,-0.002954,0.438181,-0.111539,-0.329549,-0.487624,-0.317980,-0.666194,-2.854254,0.481924,0.016445,0.464825,-0.006971,0.024098,-0.934047,-0.171884,-0.556913,-2.949323
0.356588,0.014404,0.471933,-0.033753,-0.425769,-0.514041,-0.232519,-0.531948,-2.897317,0.484116,0.041523,0.495666,0.087060,-0.008235,-0.989171,0.006537,-0.463284,-3.091037
0.302019,0.010325,0.453315,-0.102413,-0.622725,-0.323830,-0.365452,-0.541876,-2.789637,0.488080,0.011104,0.520281,-0.055290,-0.019984,-1.060648,-0.360436,-0.402350,-2.767236
0.348945,0.003447,0.474981,-0.123165,-0.454455,-0.510431,-0.415516,-0.531354,-2.745344,0.539217,0.020597,0.479510,-0.000100,0.188453,-1.186809,-0.186068,-0.468917,-2.928494
0.338582,0.015393,0.494082,-0.071300,-0.530237,-0.510673,-0.365923,-0.444441,-2.769806,0.572066,0.001793,0.464074,-0.056572,0.317168,-1.321748,-0.309932,-0.474560,-2.823693
0.368831,0.011603,0.490152,-0.065522,-0.404381,-0.591424,-0.323266,-0.485243,-2.814118,0.497062,0.010120,0.466281,-0.030522,0.071247,-0.997213,-0.221148,-0.544853,-2.908318
0.298100,0.021971,0.481705,-0.017652,-0.695631,-0.361670,-0.253347,-0.414627,-2.864150,0.544311,-0.001635,0.524940,-0.108286,0.174019,-1.329704,-0.575590,-0.356647,-2.560777
0.360580,0.023522,0.454119,0.039163,-0.377821,-0.492707,-0.080184,-0.591530,-3.023894,0.551377,0.014936,0.492550,-0.025074,0.215109,-1.264723,-0.266564,-0.423725,-2.853704
0.368639,0.010357,0.453027,-0.041914,-0.343207,-0.521216,-0.220856,-0.606846,-2.917171,0.503354,-0.003761,0.480115,-0.085047,0.077147,-1.053308,-0.350396,-0.509162,-2.795533
0.356131,0.025860,0.467382,0.053329,-0.420551,-0.500076,-0.059469,-0.540784,-3.037928,0.516319,0.040923,0.454815,0.075421,0.150115,-1.057413,-0.016449,-0.553440,-3.072484
0.289839,0.004269,0.438841,-0.161776,-0.644222,-0.269909,-0.449499,-0.590501,-2.732169,0.547293,0.056086,0.449664,0.114543,0.259068,-1.188164,0.059600,-0.532311,-3.133511
0.360003,0.030655,0.466699,0.086247,-0.402781,-0.511841,0.004069,-0.546063,-3.088755,0.485386,0.023359,0.510402,0.005458,-0.022637,-1.020082,-0.190795,-0.424452,-2.920026
0.360243,0.028530,0.503446,0.065098,-0.459017,-0.580235,-0.046191,-0.421808,-3.045475,0.546078,0.049588,0.473284,0.095723,0.221861,-1.209751,0.025318,-0.472914,-3.106768
0.303619,0.031881,0.525786,-0.028948,-0.712022,-0.492203,-0.419672,-0.278806,-2.692893,0.504495,0.032578,0.453437,0.050012,0.113602,-1.006344,-0.062968,-0.568775,-3.036220
0.377023,-0.007812,0.467900,-0.152366,-0.328631,-0.591821,-0.437680,-0.581582,-2.739478,0.553623,-0.000903,0.462126,-0.063739,0.260007,-1.235225,-0.307822,-0.504352,-2.830545
0.350814,0.001556,0.465477,-0.121155,-0.430668,-0.497117,-0.388104,-0.564882,-2.776073,0.531654,0.028071,0.493085,0.023388,0.148238,-1.174246,-0.142593,-0.438378,-2.962984
0.322528,0.006749,0.434558,-0.078518,-0.487947,-0.348917,-0.272733,-0.640289,-2.883044,0.568911,0.042352,0.496501,0.064693,0.269953,-1.345148,-0.051313,-0.385925,-3.040121
0.301663,0.010639,0.450821,-0.094600,-0.619979,-0.316602,-0.345376,-0.549030,-2.807735,0.541920,0.022888,0.465211,0.010515,0.214708,-1.177169,-0.152252,-0.502820,-2.960038
